0	0	10	-0.000261004	0.8	1
0	0	11	0.000560912	0.8	1
0	0	12	0.00518088	0.973601	1
0	0	13	0.00156113	0.965013	1
0	0	14	0.00390318	1.01488	1
0	0	15	0.0243826	0.973749	1
0	1	15	-0.0127901	0.892505	0
0	0	16	0.0450657	0.935713	1
0	1	16	-0.0142172	0.860357	0
0	0	17	0.0570244	0.8	1
0	1	17	-0.00356561	0.885344	0
0	0	18	0.0587828	0.8	1
0	1	18	0.0718012	1.2	1
1	0	10	-0.00365229	0.996718	1
1	0	11	0.00032585	1.00204	1
1	0	12	0.00656865	1.00323	1
1	0	13	-0.00343047	1.00265	1
1	0	14	-0.000250895	0.99703	1
1	1	15	-0.0159152	0.918126	0
1	0	16	0.0972473	0.8	1
1	1	16	0.0142214	0.935834	0
1	0	17	0.13151	1.2	1
1	1	17	0.0164079	0.952533	0
1	0	18	0.126774	0.8	1
2	0	13	-0.000227324	0.924232	0
2	0	14	0.0316773	0.682468	0
2	0	15	0.0198742	0.786558	0
2	1	15	-0.000812828	0.955923	1
2	0	16	0.00876849	0.936924	0
2	1	16	0.0119173	0.94639	0
2	0	17	0.00164112	0.948562	0
2	1	17	-3.69026e-05	0.950112	0
2	0	18	0.0100543	0.940873	0
2	1	18	0.00954114	0.953798	0
2	0	19	-0.00262033	0.97144	1
2	1	19	-0.00214811	0.952574	0
2	1	20	0.00380459	0.949352	0
2	1	21	0.00882023	0.946862	0
3	0	13	-0.00381122	0.993179	1
3	0	14	0.0070855	0.954649	0
3	0	15	-0.00196152	0.960598	0
3	1	15	-0.00472377	0.981663	0
3	0	16	0.0105475	0.957635	0
3	1	16	0.00876593	0.977342	0
3	0	17	0.00627263	0.959626	0
3	1	17	0.000744422	0.979338	0
3	0	18	0.0130456	0.949701	0
3	1	18	0.00135246	0.982195	0
3	0	19	0.00650167	0.963263	0
3	1	19	0.000296302	0.982422	0
3	1	20	8.81211e-05	0.979277	0
3	1	21	0.00304511	0.979435	0
3	1	22	0.00441483	0.986157	1
4	0	12	-0.0235199	0.982679	1
4	0	13	-0.0100763	0.941568	0
4	0	14	-0.0231726	0.944526	0
4	0	15	-0.0165616	0.947908	0
4	1	15	0.00459234	0.951555	0
4	0	16	0.00679275	0.936632	0
4	1	16	0.00267712	0.94706	0
4	0	17	0.00387017	0.941885	0
4	1	17	0.0046348	0.950961	0
4	0	18	0.00301732	0.940016	0
4	1	18	0.00414137	0.951938	0
4	0	19	0.00129785	0.943179	0
4	1	19	0.00383536	0.956744	0
4	1	20	0.00580133	0.950075	0
4	1	21	0.00730077	0.946947	0
4	1	22	0.0021352	0.951993	0
5	0	12	-0.0141752	1.00089	1
5	0	13	0.00253272	0.957732	0
5	0	14	-0.00892509	0.963472	0
5	0	15	-0.00457152	0.963934	0
5	1	15	0.0011229	0.981003	0
5	0	16	0.00646317	0.961893	0
5	1	16	0.0047123	0.978602	0
5	0	17	0.000615491	0.965911	0
5	1	17	0.00841082	0.980054	0
5	0	18	-0.00154322	0.966673	0
5	1	18	0.00346633	0.983392	0
5	0	19	0.00195069	0.968329	0
5	1	19	0.00389031	0.982785	0
5	1	20	0.00939259	0.983404	0
5	1	21	0.00721309	0.980771	0
5	1	22	0.00110928	0.983895	0
